category,title,description
Healthcare,,"'- التقييم والاستجابة لاحتياجات المستفيد
- التاكد من العمل وفقا للقوانين والانظمة والاجراءات المتبعة
- تقديم المشورة للافراد والاسرة والمجموعات
- المشاركة في العمل الوقايي وانشطة التوعية
- توصيل الافراد بالخدمات و الموارد الملايمة لاحتياجاتهم
- التواصل مع الجماعات التطوعية والخدمات المختلفة مثل خدمات الصحية والتمريض لضمان توفير خدمة فعالة
- مراقبة جودة الخدمات وضمان ان الخدمة المقدمة علي اعلي مستوي
- التعاون مع الادارة في الخدمات لضمان الحصول علي افضل رعاية ممكنة"
Healthcare,,"'- اجراء التقييمات وتحديد احتياجات العملاء وتقييم المخاطر المحتملة
- كتابة وتفسير الحالة التي يعاني منها العميل
- بناء وتاسيس علاقة عمل تعاونية مع العميل بناء علي الثقة والاحترام
- التخطيط وتنفيذ علاجات نفسية متخصصة
- رصد وتقييم نتايج العلاجات بشكل دوري
- تقديم المشورة الي زملاء العمل في التخصصات المختلفة
- توصيل وشرح المعلومات التقنية بشكل واضح
- المساهمة في البحث وتقييم الخدمة وتقديم اقتراحات لتحسين الاداء
- الاشراف المهني المنتظم ودراسة التغييرات علي كل حالة
- الاستمرار في التطوير الشخصي والمهني ومعرفة المهارات الجديدة في المجال"
Healthcare,,"'- تقديم الدعم الفني والاداري للطبيب البيطري في تقديم الرعاية الصحية للحيوانات، من خلال تجهيز الادوات الطبية
- مساعدة الطبيب اثناء الفحص والعلاج، والاعتناء بالحيوانات قبل وبعد العلاج او العمليات"
Healthcare,,'- مطلوب اخصايي انف واذن وحنجرة للعمل في مكة المكرمة
Healthcare,,'- مطلوب فنية مختبر للعمل لدي مجمع طبي بمدينة الرياض
Healthcare,,'- اخذ مقاسات الاسنان وعمل التركيبات المتحركة والثابتة
Healthcare,,'- مطلوب اخصايية جلدية لديها خبرة بحقن البتوكس والفلير والعمل علي اجهزة الليزر
Healthcare,,"'- مطلوب صيدلانية للعمل لدي صيدلية مرخصة بمدينة الرياض
من المهام:
- صرف الادوية وفق الوصفات الطبية
- تقديم المشورة الدوايية للمرضي"
Healthcare,,'- مطلوب طبيب عام (سعودي الجنسية) للعمل لدي عيادة طبية في وسط مدينة الرياض
Healthcare,,"'- تقييم وفحص المرضي وتشخيص الحالات
- مراعاة الجوانب الطبية والنفسية لرعاية المرضي
- ادارة العيادات الخارجية العامة وعيادات العيون الطارية والعيادات المتخصصة
- مساعدة اخصايي العيون الصناعية اثناء العمل مع المرضي
- تشغيل المعدات مثل منظار العين والعدسات
- تثقيف المرضي لمساعدتهم علي فهم حالتهم الطبية
- التعامل مع الوثايق القانونية لاصدار الشهادات للمرضي
- دعم انشطة تعزيز الصحة والوقاية من الامراض"
Healthcare,,'- مطلوب مساعدة طبيب اسنان للعمل بمدينة جدة
Healthcare,,"'- مطلوب اخصايي بصريات للعمل لدي شركة عالم روما للنظارات بمدينة الدمام
- العمل 6 ايام في الاسبوع"
Healthcare,,'- مطلوب طبيب بيطري لديه خبرة في التحصينات والعمليات الجراحية وامراض العجول والتشريح المرضي بعد الوفاة
Healthcare,,'- مطلوب صيدلي للعمل لدي مجموعة صيدليات طبية بمدينة الرياض
Healthcare,,'- مطلوب طبيب بيطري دواجن للعمل بمدينة الرياض
Healthcare,,"'- مساعدة المصابين في الحوادث او المرض المفاجي حتي وصول المساعدة الطبية الاحترافية
- تقييم الوضع وتقديم الاسعافات الاولية
- الحفاظ علي حياة المصاب، وتخفيف الالم
- رفع التقارير"
Healthcare,,'- مطلوب فني مختبر للعمل لدي مجمع طبي بمدينة الرياض
Healthcare,,'- مطلوب فني او اخصايي اشعة حاصل علي ترخيص هيية الرقابة النووية والاشعاعية
Healthcare,,"Job description :
- Dermatology and laser clinic in Khobar looking to hire registered Female Nurse with Saudi Council Licenses
- Job Type: Full-time"
Healthcare,,'- مطلوب فنية او فني بصريات للعمل لدي مجمع طبي بمدينة الرياض
Healthcare,,'- مطلوب اخصايية او اخصايي مختبر للعمل لدي مجمع طبي بمدينة الرياض
Healthcare,,'- مطلوب طبيب بيطري للعمل لدي شركة دواجن بمدينة الرياض
Healthcare,,"'- تقييم الحالات النفسية والعقلية للمرضي من خلال المقابلات والتقارير الطبية والملاحظات السريرية
- تشخيص الاضطرابات النفسية باستخدام المعايير التشخيصية المعتمدة مثل DSM-5 او ICD-11
- وصف العلاج الدوايي المناسب بناء علي تشخيص الحالة، ومراقبة تاثيرات الادوية وتعديل الجرعات عند الحاجة
- اجراء جلسات علاج نفسي فردية او جماعية بالتعاون مع الاخصاييين النفسيين
- التعاون مع الفريق متعدد التخصصات لوضع خطة علاجية شاملة تشمل العلاج الطبي والنفسي والاجتماعي
- اعداد التقارير الطبية والنفسية للمرضي وتوثيق الملاحظات في السجلات الصحية
- المشاركة في برامج التوعية والتثقيف النفسي للمرضي وعايلاتهم وللمجتمع عند الحاجة
- الالتزام بالمعايير المهنية والاخلاقية في ممارسة الطب النفسي
- المشاركة في الانشطة البحثية والتعليمية الخاصة بالموسسة الطبية
- متابعة التطورات العلمية الحديثة في مجال الطب النفسي لضمان تقديم افضل الممارسات العلاجية"
Healthcare,,"'- دراسة بيية العمل وتحديد المخاطر الكيميايية والفيزيايية والاشعاعية والبيولوجية في بيية العمل واقتراح اساليب واجراءات تفادي تاثيراتها علي العاملين وتحويل العاملين للفحص الطبي الدوري للتثبت من عدم تاثرهم بامراض مهنية
- قياس وفحص مستويات الاضاءة والتهوية والضجيج في مواقع العمل ومقارنتها بالمستويات المقبولة والتوصية بالاجراءات التصويبية
- مراقبة ومتابعة اجراءات التخلص من النفايات الصناعية السايلة والصلبة لتفادي تاثيراتها علي صحة البيية
- تطوير اساليب واجراءات العمل ومواكبة التطورات في مجال الصحة المهنيةاعداد الوثايق والتقارير المتعلقة بالصحة المهنية وحفظها في قاعدة البيانات الخاصة بها وفقا للسياسات والاجراءات المنظمة، وضمان تطبيق مبادي وقواعد السلامة العامة اثناء القيام بمختلف اعمال الصحة المهنية"
Healthcare,,"'- مطلوب ممرضات سعوديات للعمل لدي مجمع طبي متخصص بالاسنان بالمدينة المنورة
- عدد الوظايف: 3"
Healthcare,,'- مطلوب طبيب عام للعمل في مستشفي خاص بمدينة الرياض
Healthcare,,'- مطلوب ممرضة للعمل في عيادة اسنان وجلدية بمدينة الخبر
Healthcare,,"'- مطلوب اخصايية علاج طبيعي للعمل لدي مراكز خالد الزلال للحجامة الطبية الشاغر في قسم السيدات بمدينة الرياض
• نوع العمل: دوام كامل (8 ساعات يوميا)
• الاجازة الاسبوعية: يوم واحد"
Healthcare,,"'- مطلوب اخصايي علاج طبيعي للعمل لدي مركز تغذوي طبي بمدينة الرياض
المهام والمسووليات:
- تقديم خطط علاجية فردية وفقا لاحتياجات العملاء
- المساعدة في تحسين اللياقة البدنية وتخفيف الالام ودعم عمليات الاستشفاء باستخدام احدث التقنيات العلاجية المتوفرة في المركز
- تقييم حالة العملاء وتحديد خطط العلاج المناسبة
- تنفيذ جلسات العلاج الطبيعي باستخدام التقنيات الحديثة
- مراقبة تقدم العملاء وتعديل الخطط وفق الحاجة
- تقديم النصايح والارشادات الصحية لزيادة فعالية العلاج
- توثيق التقارير العلاجية بدقة ورفعها للادارة
- التعاون مع الفرق الطبية لضمان تقديم افضل رعاية ممكنة"
Healthcare,,"1. الدعم الفني المباشر:
- حل مشاكل الاجهزة: تشخيص واصلاح مشاكل اجهزة الكمبيوتر والطابعات والاجهزة الطرفية الاخري، مثل اعطال البرامج او مشاكل الاتصال بالشبكة
- دعم البرامج: مساعدة المستخدمين في استخدام البرامج والتطبيقات الطبية والادارية، وتقديم الدعم الفني اللازم لحل المشاكل التي تواجههم
- صيانة الاجهزة: اجراء الصيانة الدورية للاجهزة والمعدات التقنية لضمان عملها بشكل سليم وتقليل احتمالية الاعطال
- ادارة الشبكة: مراقبة اداء الشبكة وحل مشاكل الاتصال، والتاكد من ان جميع الاجهزة متصلة بالشبكة بشكل صحيح
2. ادارة الانظمة:
- تثبيت وتحديث البرامج: تثبيت وتحديث البرامج والتطبيقات الطبية والادارية علي اجهزة المستخدمين، والتاكد من انها تعمل بشكل صحيح
- ادارة قواعد البيانات: ادارة قواعد البيانات الطبية والادارية، والتاكد من سلامة البيانات وسهولة الوصول اليها
- مراقبة الانظمة: مراقبة اداء الانظمة والتطبيقات المستخدمة في المنشاة، والتاكد من انها تعمل بشكل سليم
3. الدعم الفني عن بعد:
- الرد علي استفسارات المستخدمين: الرد علي استفسارات المستخدمين عبر الهاتف او البريد الالكتروني او الدردشة المباشرة، وتقديم الدعم الفني اللازم لحل مشاكلهم
- حل المشاكل عن بعد: استخدام ادوات التحكم عن بعد لحل مشاكل المستخدمين علي اجهزتهم، وتوفير الدعم الفني اللازم دون الحاجة الي التواجد في الموقع
4. التوثيق واعداد التقارير:
- توثيق المشاكل والحلول: توثيق المشاكل التقنية التي يواجهها المستخدمون والحلول التي تم اتخاذها لحلها، وذلك لانشاء قاعدة معرفية يمكن الرجوع اليها في المستقبل
- اعداد التقارير: اعداد تقارير دورية عن المشاكل التقنية التي تم حلها، وتحليل البيانات لتحديد المشاكل الشايعة واقتراح الحلول المناسبة
- تدريب المستخدمين: تدريب المستخدمين علي استخدام الاجهزة والبرامج والانظمة التقنية المستخدمة في المنشاة
- البحث عن حلول جديدة: البحث عن حلول تقنية جديدة لتحسين اداء العمل في المنشاة، واقتراح الحلول المناسبة للادارة
- التعاون مع الموردين: التعاون مع موردي الاجهزة والبرامج لحل المشاكل التقنية التي تواجه المنشاة"
Healthcare,,"التخطيط الاستراتيجي:
- وضع روية ورسالة واهداف ادارة الرقابة الميدانية، بما يتماشي مع الاهداف الاستراتيجية للموسسة
- تطوير خطط استراتيجية وتشغيلية لعمليات الرقابة، وتحديد موشرات الاداء الرييسية KPIs)) لتحقيق الاهداف
- تحديد الموارد اللازمة لتنفيذ الخطط، مثل الميزانية والموظفين والمعدات
التنظيم والادارة:
- هيكلة ادارة الرقابة الميدانية، وتحديد المسووليات والسلطات لكل منصب
- وضع سياسات واجراءات عمل واضحة لعمليات الرقابة، وتحديثها بشكل دوري
- ادارة فريق المفتشين، من خلال توظيفهم وتدريبهم وتقييم ادايهم، وتحفيزهم لتحقيق الاهداف
التنفيذ والاشراف:
- الاشراف علي عمليات المراقبة الميدانية، والتاكد من تنفيذها وفقا للخطط والاجراءات
- تحليل البيانات التي تم جمعها خلال عمليات المراقبة، وتحديد نقاط القوة والضعف في المنشات
- اتخاذ الاجراءات التصحيحية اللازمة لمعالجة اوجه القصور وتحسين الاداء
- متابعة تنفيذ خطط التحسين والتصحيح التي تم وضعها بناء علي نتايج المراقبة
التقييم والتحسين المستمر:
- تقييم اداء ادارة الرقابة الميدانية بشكل دوري، وتحديد مجالات التحسين والتطوير
- مراجعة وتحديث السياسات والاجراءات بناء علي نتايج التقييم والتطورات في مجال الرعاية الصحية
- اجراء دراسات مقارنة مع افضل الممارسات في مجال الرقابة، والاستفادة منها في تطوير الاداء
التواصل والتنسيق:
- التواصل الفعال مع مديري المنشات الطبية والعاملين فيها، وشرح اهداف المراقبة واهميتها
- بناء علاقات تعاونية مع المنشات، وتقديم الدعم والمساعدة لهم لتحسين الاداء
- التعاون مع الجهات الاخري ذات العلاقة، مثل وزارة الصحة والجهات التنظيمية، لضمان الامتثال للوايح والقوانين
- تمثيل الادارة في الاجتماعات والموتمرات والفعاليات ذات العلاقة
- اعداد تقارير دورية عن نتايج المراقبة، وتقديمها للادارة العليا
- اقتراح التوصيات والاجراءات اللازمة لتحسين جودة الخدمات المقدمة في المنشات
- المشاركة في تطوير السياسات والاجراءات الصحية، وتقديم التوصيات لتحسين جودة الخدمات
- متابعة التطورات في مجال الرعاية الصحية، وتحديث ادوات المراقبة والاجراءات وفقا لذلك"
Healthcare,,"الهدف العام:
- الاشراف علي عمليات المراقبة الميدانية للمنشات الطبية لضمان جودة الخدمات المقدمة، والتحقق من التزامها بالمعايير واللوايح الصحية، وتحسين الاداء العام للمنشات
المهام التفصيلية:
التخطيط والتنظيم:
- وضع خطط وجداول زمنية لعمليات المراقبة الميدانية، وتحديد اولويات الزيارات بناء علي المخاطر والاهمية
- تطوير ادوات ونماذج المراقبة، مثل قوايم المراجعة والاستبيانات، لضمان جمع بيانات دقيقة وشاملة
- تنسيق العمل مع فريق المراقبة الميدانية، وتوزيع المهام وتحديد المسووليات
التنفيذ والاشراف:
- قيادة فريق المراقبة الميدانية، وتوجيههم وتقديم الدعم اللازم لهم
- اجراء زيارات ميدانية للمنشات الطبية، ومراقبة تطبيق المعايير واللوايح الصحية
- تقييم اداء العاملين في المنشات، وتقديم التوصيات لتحسين الاداء
- التحقق من توافر الموارد والتجهيزات اللازمة لتقديم الخدمات الطبية بشكل جيد
- متابعة تنفيذ خطط التحسين والتصحيح التي تم وضعها بناء علي نتايج المراقبة
التحليل واعداد التقارير:
- تحليل البيانات التي تم جمعها خلال عمليات المراقبة، وتحديد نقاط القوة والضعف في المنشات
- اعداد تقارير دورية عن نتايج المراقبة، وتقديمها للادارة العليا لاتخاذ القرارات المناسبة
- اقتراح التوصيات والاجراءات اللازمة لتحسين جودة الخدمات المقدمة في المنشات
التواصل والتنسيق:
- التواصل الفعال مع مديري المنشات الطبية والعاملين فيها، وشرح اهداف المراقبة واهميتها
- بناء علاقات تعاونية مع المنشات، وتقديم الدعم والمساعدة لهم لتحسين الاداء
- التعاون مع الجهات الاخري ذات العلاقة، مثل وزارة الصحة والجهات التنظيمية، لضمان الامتثال للوايح والقوانين
التطوير والتحسين المستمر:
- متابعة التطورات في مجال الرعاية الصحية، وتحديث ادوات المراقبة والاجراءات وفقا لذلك
- المشاركة في تطوير السياسات والاجراءات الصحية، وتقديم التوصيات لتحسين جودة الخدمات
- تقييم نتايج المراقبة بشكل دوري، وتحديد مجالات التحسين والتطوير"
Healthcare,,"1. مراقبة جودة الخدمات الطبية:
- التاكد من تطبيق المعايير الطبية: يتاكد المراقب الميداني من ان الاطباء والممرضين والفنيين يلتزمون بالمعايير الطبية والاجراءات الصحيحة في تقديم الرعاية للمرضي
- مراجعة السجلات الطبية: يقوم بمراجعة السجلات الطبية للتاكد من دقتها واكتمالها، وانها تتوافق مع البروتوكولات المعتمدة
- متابعة نتايج العلاج: يتابع نتايج العلاج للمرضي وتقييم مدي فعاليتها، ويتاكد من اتخاذ الاجراءات اللازمة في حالة وجود اي مضاعفات او مشاكل
- التفتيش علي المرافق الطبية: يقوم بالتفتيش علي المرافق الطبية للتاكد من نظافتها وتجهيزها بشكل جيد، وانها تتوافق مع معايير السلامة والصحة المهنية
2. مراقبة اداء العاملين في القطاع الطبي:
- تقييم اداء الاطباء والممرضين: يقوم بتقييم اداء الاطباء والممرضين والفنيين، ويتاكد من انهم يقدمون الرعاية المناسبة للمرضي
- تقديم التوجيه والتدريب: يقدم التوجيه والتدريب للعاملين في القطاع الطبي لتحسين ادايهم وتطوير مهاراتهم
- التعامل مع الشكاوي والاقتراحات: يتعامل مع شكاوي واقتراحات المرضي والعاملين، ويتخذ الاجراءات اللازمة لحل المشاكل وتحسين الخدمات
3. جمع البيانات واعداد التقارير:
- جمع البيانات الميدانية: يقوم بجمع البيانات الميدانية المتعلقة بالخدمات الطبية واداء العاملين، وتحليلها لتقييم الوضع الحالي
- اعداد التقارير الدورية: يقوم باعداد التقارير الدورية عن نتايج المراقبة الميدانية، وتقديمها للادارة لاتخاذ القرارات المناسبة"
Healthcare,,'- مطلوب مساعدة طبيب اسنان للعمل لدي عيادة اسنان وجلدية بمدينة الخبر
Healthcare,,'- مطلوب عدد 3 اطباء بيطريين (تخدير) للعمل لمشروع تشغيلي لامانة الرياض - الوقاية الصحية بمدينة الرياض
Healthcare,,"'- مطلوب اطباء بيطريين للعمل لمشروع مع جهة حكومية
- الوظايف في كل من الرياض والطايف"
Healthcare,,'- مطلوب مدير لمشروع الاصحاح البييي للعمل بمدينة الطايف
Healthcare,,"'- مرافقة الشاب المصاب بطيف التوحد داخل المركز
- المشاركة في الانشطة الترفيهية والتخصيصية التي ينظمها المركز
- التعامل مع سلوكيات شباب طيف التوحد بفعالية"
Healthcare,,"'- تقديم الدعم والعلاج اللازم للافراد الذين يعانون من الاضطرابات النفسية. من خلال تقييم حالاتهم وتشخيص المشكلة
- تقديم العلاج اللازم والدعم النفسي للتغلب علي التحديات
- تحسين صحة الافراد العقلية وتعزيز رفاهيتهم النفسية بشكل عام"
Healthcare,,"'- تقديم المهارات القيادية في الاشراف علي الطاقم الطبي
- التاكد من ان المرضي يستقبلون الرعاية باعلي جودة
- كتابة التقارير ورفعها"
Healthcare,,"'- تاكيد الوصفات الطبية ومراجعتها
- متابعة صلاحية الادوية
- ادارة وتخزين الادوية بشكل دوري"
Healthcare,,"'- تفقد وتشغيل وخدمة معدات المختبر
- اخذ عينات الفحص واجراء الفحوص المخبرية
- استخراج النتايج وتقديمها للاخصايي المشرف
- اتلاف العينات المخبرية بعد اجراء الفحوص
- اعداد وتقديم تقارير العمل"
Healthcare,,"المسيوليات والمهام:
- ادارة اجتماعات الفريق التاهيلي
- الاشراف علي البرامج والانشطة
- اعداد ومتابعة الخطة الفنية للمركز
- توزيع الحالات علي المرشدين والاخصاييين
- تقييم اداء الفريق التاهيلي
- تقديم المحاضرات المتخصصة
- التوجيه ل تطبيق الاختبارات والمقاييس اللازمة لتقيم الحالات
- مراجعة وتطبيق الادلة التشخيصية والمعاير المعتمدة عالميا في تقيم مرحلة التعافي وخصايصه
- تحديد حالات التشخيص وبناء الخطة التاهيلية
- تنفيذ جلسات التاهيل النفسي الفردي المتخصصة
- تنفيذ الجلسات التاهيل النفسي الجمعي المتخصصة
- المشاركة في اعداد الخطة التاهيلية العامة للمستفيد
- المشاركة والتوجيه في برامج التاهيل الاسري مع الاهتمام ببعض الظواهر النفسية
- متابعة تقديم الحالة وانتقالها عبر مراحل التعافي مع اعضاء الفريق
- اجراء التقييمات الدورية للحالات ورفع التوصيات المناسبة بخصوصها
- المشاركة في برامج التدريب المستمر للعاملين داخل المركز
- المشاركة في الموتمرات والندوات وورش العمل واللقاءات المتعلقة بموضوع اعادة التاهيل النفسي.
- وضع الخطط وتنفيذها بخصوص حالات الانتكاس بعد تقيم الحالات
- المشاركة في التقييم الاولي للمستفيدين عند الدخول
- المشاركة في وضع الخطة التاهيلية العامة للمستفيد
- متابعة الحالات المرضية العرضية للمتعافين داخل المركز في الطواري
- القيام بتحويل الحالات الطبية الحرجة للمراكز والمستشفيات
- الاشراف علي عمل القسم الاكلينيكي
- التوقيع علي الكشف الطبي الاولي للعاملين عند الابلاغ عن حالة المرض ووضع التوصيات المناسبة بشانهم
- اعداد التقارير الطبية
- اصدار امر صرف الادوية والعلاج والمستحضرات الطبية"
Healthcare,,"'- وصف الادوية والعقاقير للمرضي
- تزويد المرضي بالمعلومات عن الادوية وجرعات العلاج
- تزويد الفريق الطبي والموظفين في المستشفيات بمعلومات عن الادوية
- مساعدة وتدريب الموظفين الجدد في الصيدلية
- اعداد الوصفات الطبية وتحديد الكميات المناسبة من الجرعات وعدد مرات تناول الدواء
- اخبار المرضي عن الاعراض الجانبية للادوية
- التواصل مع شركات التامين وكتابة نموذج التامين للتحقق ان المريض يحصل علي الادوية المرادة
- الاشراف علي سير العمل داخل الصيدلية
- الاجابة علي اسيلة المرضي حول وصفات الادوية
- تنظيم الصيدلية وادويتها بطريقة فعالة ومنظمة
- تقديم بعض المهام الطبية مثل اعطاء الحقن وقياس درجة الحرارة وضغط الدم
- تسجيل بيانات حول حالات المرضي ومعلوماتهم
- متابعة تواريخ صلاحية الادوية بشكل مستمر
- مراقبة الفواتير الخاصة ب المشتريات والمبيعات داخل الصيدلية
- معرفة جيدة باسماء تركيبات الادوية
- تقديم الارشاد للجمهور حول كيفية المحافظة علي الوقاية الصحية
- قراءة نتايج تحاليل المختبرات
- مراجعة الوصفة الطبية التي اعطيت للمريض والتاكد من انها تناسبه
- اتباع الوسايل الصحيحة لتخزين الادوية و منع مشاكل سوء التخزين"
Healthcare,,'- تخدير الكلاب الضالة بالمركز الموقت للمعالجة والتاكد من سلامتها واتباع كافة التعليمات من رييس فرق التطعيم والتعقيم
Healthcare,,"'- تنفيذ جميع المهام والواجبات والانشطة والعمليات الفنية
- تنفيذ خطة العمل وانشطة المشروع والمتابعة الدورية
- تلقي التقارير الدورية من المشرفين وتحليلها ورفع كل التقاررير اللازمة لمدير المشروع"
Healthcare,,'- مطلوب مدير مشروع علي دراية بادارة المشاريع الخاصة بالوقايه الصحية وتنفيذ مهام ادارة المشروع والاشراف العام علي انشطة المشروع فنيا واداريا
Healthcare,,"'- الاستقبال والترحيب بالزوار او المراجعين
- افادة المسوول او المدير في حال وصول الزوار او المراجعين
- الرد علي المكالمات الهاتفية ورسايل البريد الالكتروني في حدود الصلاحيات الممنوحة
- الرد علي جميع الاستعلامات والاستفسارات الواردة من المراجعين
- التعامل الجيد مع المراجعين بما يناسب طبيعة الاستعلام او الشكوي وبما يليق بمكانة الشركة
- مساعدة المراجعين في تخطي معوقات العمل التي تواجههم وتقديم الاجابات الوافية والكافية حول استفساراتهم
- ادخال بيانات الزوار او المراجعين والاحتفاظ بسجلاتهم
- تسجيل ومتابعة الشكاوي والملاحظات والاقتراحات من الزوار او المراجعين
- تلبية احتياجات المراجعين وذلك بضمان جودة عالية من الخدمة في حدود الصلاحيات الممنوحة
- تعزيز العلاقات مع المراجعين والتفاعل مع احتياجاتهم
- تقديم تقارير استبيانات رضا المراجعين للمدير المباشر
- الالتزام بموشرات الاداء المطلوبة والعمل علي تحقيقها"
Healthcare,,'- مطلوب طبيب نفسي حاصل علي رخصة من هيية التخصصات الصحية ( طبيب نايب اول - استشاري )
Healthcare,,"'- مطلوب طبيب بيطري للعمل لدي عيادة بيطرية خاصة بمشروع حكومي واجراء العمليات الجراحية للحيوانات الاليفة
- العمل بمدينة الرياض"
Healthcare,,'- مطلوب طبيب مقيم مسالك لديه تصنيف من الهيية السعودية للتخصصات الصحية للعمل بمدينة الطايف
Healthcare,,'- مطلوب طبيب اخصايي تركيبات اسنان للعمل بمدينة الطايف
Healthcare,,"'- دراسة حاجة وطلب الشخص لعملية الحجامة
- تحديد موضع الحجامة وتحديد عدد مرات الاستخدام
- تهيية المريض للحجامة وتحضير المعدات اللازمة وتنظيف وتعقيم منطقة الجرح
- احداث جروح في منطقة الحجامة في الجسم وشفط الدم من الجروح
- تنظيف منطقة الحجامة مراقبة الحالة"
Healthcare,,'- Dermatology and laser clinic in Al Khobar looking to hire registered Female Nurse with Saudi Council Licenses
Healthcare,,"Job description:
- Dermatology and laser clinic in Khobar looking to hire registered Female nurse Nationals with Saudi Council Licenses
- Job Type: Full-time"
Healthcare,,'- مطلوب طبيب تقويم اسنان للعمل لدي مجمع طبي متخصص في طب الاسنان بمحافظة صبياء
Healthcare,,"'- اعداد الوثايق و التقارير المتخصصة والمتعلقة بالجودة وتقديم التوصيات المناسبة والحلول الملايمة
- تحديد الانظمة والاجراءات والسياسات التي بحاجة لتغيير لرفع وتحسين جودة الخدمات المقدمة
- تدريب الموظفين علي تحسين الجودة في مهام العمل لرفع مستوي الاداء
- المشاركة في تقييم اداء الموظفين العاملين في كافة الاقسام من خلال تطبيقهم لمعايير الجودة"
Healthcare,,'- مطلوب ممرضين سعوديين للعمل لدي شركة مقاولات رايدة في مجالها لاحد مشاريع الدرعية في الرياض
Healthcare,,"'- الاستقبال والترحيب بالزوار او المراجعين
- الرد علي جميع الاستعلامات والاستفسارات الواردة من المراجعين
- التعامل الجيد مع المراجعين بما يناسب طبيعة الاستعلام او الشكوي وبما يليق بمكانة الشركة
- مساعدة المراجعين في تخطي اي مشكلة قد تواجههم وتقديم الاجابات الوافية والكافية حول استفساراتهم
- ادخال بيانات الزوار او المراجعين والاحتفاظ بسجلاتهم
- تسجيل ومتابعة الشكاوي والملاحظات والاقتراحات من الزوار او المراجعين
- تلبية احتياجات المراجعين وذلك بضمان جودة عالية من الخدمة في حدود الصلاحيات الممنوحة
- تعزيز العلاقات مع المراجعين والتفاعل مع احتياجاتهم"
Healthcare,,'- مطلوب مساعدة طبيب للعمل لدي كبري المجمعات الطبية بينبع البحر
Healthcare,,'- مطلوب فنية تمريض للعمل لدي كبري المجمعات الطبية بينبع البحر
Healthcare,,'- مطلوب طبيبة عامة للعمل لدي كبري المجمعات الطبية بينبع البحر
Healthcare,,"'- مطلوب فني مختبر للعمل لدي عيادة بيطرية بمدينة الرياض
الملخص الوظيفي:
- يقوم فني المختبر في العيادة البيطرية باجراء الفحوصات المخبرية اللازمة لتشخيص الحالات المرضية للحيوانات، ويشمل ذلك جمع العينات ومعالجتها، وتحليل النتايج، والمساهمة في تطوير بروتوكولات السلامة والجودة. يتعاون الفني مع الفريق البيطري لضمان تقديم رعاية صحية عالية الجودة للحيوانات
المهام الوظيفية:
جمع ومعالجة العينات:
- المهمة: جمع عينات الدم، البول، البراز، والانسجة من الحيوانات بشكل امن
- الهدف: ضمان جمع عينات دقيقة وامنة لتوفير نتايج موثوقة
- كيفية الاداء: استخدام ادوات معقمة واتباع اجراءات جمع العينات بعناية
- موشر الاداء : دقة جمع العينات وخلوها من التلوث، والتزام باجراءات السلامة
اجراء التحاليل المخبرية:
- المهمة: اجراء تحاليل كيميايية وميكروبيولوجية وهيماتولوجية
- الهدف: دعم التشخيص الطبي الدقيق وتحديد الامراض المحتملة
- كيفية الاداء: تشغيل الاجهزة المخبرية بفعالية واتباع اجراءات التحليل المعيارية
- موشر الاداء : دقة وسرعة اصدار النتايج وتفسيرها
صيانة وادارة الاجهزة والمعدات المخبرية:
- المهمة: صيانة الادوات والمعدات المخبرية واجراء فحوصات دورية لها
- الهدف: ضمان عمل الاجهزة بكفاءة ودقة عالية
- كيفية الاداء: تنفيذ فحوصات الصيانة الدورية والتنظيف واجراء المعايرات اللازمة
- موشر الاداء : الحد من اعطال المعدات وتوافر المعدات الدايم
تسجيل وتحليل البيانات:
- المهمة: توثيق النتايج وادخال البيانات ضمن نظام ادارة المختبر
- الهدف: الحفاظ علي سجلات دقيقة يمكن الرجوع اليها
- كيفية الاداء: ادخال البيانات بشكل منظم والتحقق من الدقة
- موشر الاداء : نسبة الدقة في ادخال البيانات وامتثال للسجلات
الالتزام ببروتوكولات السلامة والصحة:
- المهمة: اتباع بروتوكولات السلامة والصحة المهنية في التعامل مع المواد البيولوجية والكيميايية
- الهدف: ضمان بيية عمل امنة وتقليل مخاطر التعرض للمواد الخطرة
- كيفية الاداء: الالتزام بارشادات السلامة وارتداء الملابس الوقايية
- موشر الاداء : عدم وقوع اصابات او تعرض للمواد الخطرة داخل المختبر
العلاقات والتعاون:
- العمل تحت اشراف: الطبيب البيطري الرييسي او مدير المختبر
- التفاعل مع: الاطباء البيطريين وفنيي العيادة
التطوير المهني:
- حضور دورات تدريبية منتظمة في التقنيات المخبرية الحديثة واتباع احدث المعايير والممارسات في تحليل العينات"
Healthcare,,'- مطلوب اطباء اسنان متخصصين في مجال ( لثة - جراحة - زراعة - اطفال ) للعمل لدي مجمع اسنان طبي بمدينة الخبر
Healthcare,,'- مطلوب مدير اداري سعودي الجنسية للعمل بمجمع طبي عام (جميع التخصصات) بجنوب مدينة الرياض
Healthcare,,'- مطلوب مسيول جودة انتاج للعمل لمصنع منتجات صيدلانية ومستحضرات تجميل بمدينة الرياض
Healthcare,,'- مطلوب مدير مصنع للعمل لدي مصنع قيد الانشاء بمدينة الرياض
